name,category,rating,address,subtypes,type,price_estimate,description,combined_text
POP! Hotel Sangaji,hotels,4.2,"Jl. A.M. Sangaji No.16-18, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55000",Hotel,hotel,350000,,pop hotel sangaji hotels hotel sangaji cokrodiningratan jetis
Hotel O Yogyakarta near Taman Sari,hotels,3.5,"59M3+5GJ, Gedongkiwo, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55142",Hotel,hotel,350000,,hotel near taman sari hotels hotel gedongkiwo mantrijeron city special region
RedDoorz Hostel near Stadion Mandala Krida Yogya,guest house,4.1,"Jl. Jagung No.21B, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Guest house,hotel,200000,,reddoorz hostel near stadion mandala krida yogya guest house guest house jagung semaki umbulharjo
éL Hotel Yogyakarta Malioboro,hotels,4.7,"Jl. Dagen No.6, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,hotel malioboro hotels hotel dagen sosromenduran gedong tengen
Greenhost Boutique Hotel Prawirotaman,hotels,4.6,"Jl. Gerilya No.629, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000,,greenhost boutique hotel prawirotaman hotels hotel gerilya brontokusuman mergangsan
Aveta Hotel Malioboro,hotels,4.7,"Jl. Malioboro No.42, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Hotel,hotel,350000,,aveta hotel malioboro hotels hotel malioboro suryatmajan danurejan
Malioboro Garden Hotel,hotels,4.2,"Malioboro, Jl. Mataram Jl. Malioboro No.1/163, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Hotel,hotel,350000,,malioboro garden hotel hotels hotel malioboro mataram malioboro suryatmajan danurejan
Amaris Hotel Malioboro Jogja,hotels,4.4,"Jl. Pajeksan No.10, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Hotel,hotel,350000,,amaris hotel malioboro jogja hotels hotel pajeksan sosromenduran gedong tengen
Eastparc Hotel Yogyakarta,hotels,4.7,"Jalan Laksda Adisucipto KM. 6.5 No.1, Jl. Kledokan Babarsari, Ngentak, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,eastparc hotel hotels hotel laksda adisucipto km kledokan babarsari ngentak caturtunggal depok sleman
POP! Hotel Timoho - Yogyakarta,hotels,4.2,"Jl. Kenari No.11, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",Hotel,hotel,350000,,pop hotel timoho hotels hotel kenari muja muju umbulharjo
D'Kalpa Hotel Demangan Yogyakarta,hotels,4.3,"Jl. Cenderawasih No.19, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,kalpa hotel demangan hotels hotel cenderawasih demangan baru caturtunggal depok sleman
ARTOTEL Suites Bianti - Yogyakarta,hotels,4.7,"Jl. Urip Sumoharjo No.37, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222","Hotel, Art gallery, Beer garden, Lounge bar, Restaurant",hotel,350000,,artotel suites bianti hotels hotel art gallery beer garden lounge bar restaurant urip sumoharjo klitren gondokusuman
Hotel KHAS Malioboro Yogyakarta,hotels,4.5,"Jl. Gadean No.3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Hotel,hotel,350000,,hotel khas malioboro hotels hotel gadean ngupasan gondomanan
Grand Zuri Malioboro Hotel,hotels,4.8,"Jl. P. Mangkubumi No.18, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000,,grand zuri malioboro hotel hotels hotel mangkubumi gowongan jetis
Prima In Hotel,hotels,4.4,"Jl. Gandekan Lor No.47, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272","Hotel, Lodging",hotel,350000,,prima hotel hotels hotel lodging gandekan lor pringgokusuman gedong tengen
Adilla Syariah Hotel,hotels,4.4,"Jl. Nogorojo No.15, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,adilla syariah hotel hotels hotel nogorojo ambarukmo caturtunggal depok sleman
Lafayette Boutique Hotel,hotels,4.6,"Jl. Ring Road Utara No.409, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,lafayette boutique hotel hotels hotel ring road utara manggung caturtunggal depok sleman
Cakra Kusuma Hotel Yogyakarta,hotels,4.2,"Jalan Kaliurang KM.5,2 No.25, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Lodge, Resort hotel, Restaurant",hotel,350000,,cakra kusuma hotel hotels hotel lodge resort hotel restaurant kaliurang km karang wuni caturtunggal depok sleman
Abadi Hotel Malioboro Yogyakarta,hotels,4.4,"Jl. Ps. Kembang No.49, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,abadi hotel malioboro hotels hotel ps kembang sosromenduran gedong tengen
Yogyakarta BnB Malioboro,homestay,4.6,"Jl. Sastrodipuran No.19, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Homestay, Guest house, Hostel, Hotel",hotel,350000,,bnb malioboro homestay homestay guest house hostel hotel sastrodipuran ngupasan gondomanan
De Laxston Hotel,hotels,4.3,"No.139 A, Jl. Urip Sumoharjo, Klitren, Gondokusuman, Yogyakarta City, Special Region of Yogyakarta 55222",Hotel,hotel,350000,,laxston hotel hotels hotel urip sumoharjo klitren gondokusuman city special region
Green Leaf Guest House Jogja,guest house,4.1,"Depan Mc. Donald, Gg. Nakula Jl. Raya Janti No.67, Ambarukmo, Caturtunggal, Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Guest house,hotel,200000,,green leaf guest house jogja guest house guest house depan mc donald gg nakula raya janti ambarukmo caturtunggal sleman sleman
Radyoharto Hotel Malioboro by Parigata,hotels,4.0,"Jl. Kp. Jogonegaran, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,radyoharto hotel malioboro parigata hotels hotel kp jogonegaran sosromenduran gedong tengen
The Phoenix Hotel Yogyakarta - Handwritten Collection,hotels,4.7,"Jl. Jend. Sudirman No.9, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,phoenix hotel handwritten collection hotels hotel jend sudirman cokrodiningratan jetis
Rene Hotel,hotels,4.2,"Jl. Margo Utomo No.59, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,rene hotel hotels hotel margo utomo gowongan jetis
Hotel Grand Rosela,hotels,4.2,"Jl. Prawirotaman No.28, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000,,hotel grand rosela hotels hotel prawirotaman brontokusuman mergangsan
Metro Malioboro Living House,hotels,4.5,"Jl. Ronodigdayan No.16, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",Hotel,hotel,350000,,metro malioboro living house hotels hotel ronodigdayan bausasran danurejan
Abrakadabra Homestay,bed & breakfast,4.8,"Jl. Siliran Kidul No.65A, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Bed & breakfast,hotel,350000,,abrakadabra homestay bed breakfast bed breakfast siliran kidul panembahan kecamatan kraton
Harper Malioboro Yogyakarta,hotels,4.8,"Jl. P. Mangkubumi No.52, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000,,harper malioboro hotels hotel mangkubumi gowongan jetis
Kalya Hotel,hotels,4.2,"Jl. Gedongkuning No.118, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",Hotel,hotel,350000,,kalya hotel hotels hotel gedongkuning rejowinangun kotagede
Grand Kangen Hotel Urip Sumoharjo Yogyakarta,hotels,4.4,"Jl. Urip Sumoharjo No.137, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",Hotel,hotel,350000,,grand kangen hotel urip sumoharjo hotels hotel urip sumoharjo klitren gondokusuman
Hotel 1001 Malam,hotels,4.3,"Gg. 2 Jl. Sosrowijayan GT I No.57, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,hotel malam hotels hotel gg sosrowijayan gt sosromenduran gedong tengen
DBC Room,bed & breakfast,3.7,"Jl. Beskalan No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Bed & breakfast,hotel,350000,,dbc room bed breakfast bed breakfast beskalan ngupasan gondomanan
Chantya Hotel by Grand Sarila Yogyakarta,hotels,4.2,"Jl. Sisingamangaraja No.21A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Coffee shop, Gym, Indonesian restaurant, Public swimming pool, Spa and health club",hotel,350000,,chantya hotel grand sarila hotels hotel coffee shop gym indonesian restaurant public swimming pool spa health club sisingamangaraja brontokusuman mergangsan
KJ Hotel Yogyakarta,hotels,4.5,"Jl. Parangtritis No.120, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000,,kj hotel hotels hotel parangtritis mantrijeron mantrijeron
Pan Family Hotel,hotels,4.5,"Jl. Taman Siswa, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Hotel,hotel,350000,,pan family hotel hotels hotel taman siswa wirogunan mergangsan
RedDoorz @ Golden Inn Tugu Yogyakarta,hotels,3.9,"Jl. Kranggan, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Hotel,hotel,350000,,reddoorz golden inn tugu hotels hotel kranggan cokrodiningratan jetis
Best City Hotel,hotels,4.2,"Jl. Tentara Pelajar No.44, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Hotel,hotel,350000,,best city hotel hotels hotel tentara pelajar bumijo jetis
POP! Hotel Malioboro - Yogyakarta,hotels,4.2,"Jl. Gandekan No.92, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000,,pop hotel malioboro hotels hotel gandekan sosromenduran gedong tengen
Hotel Limaran 1 Syariah Malioboro Mitra RedDoorz,hotels,4.2,"Jl. Mayor Suryotomo No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000,,hotel limaran syariah malioboro mitra reddoorz hotels hotel mayor suryotomo ngupasan gondomanan
Batik Cottage Hotel Yogyakarta,hotels,4.4,"Jl. Dagen, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,batik cottage hotel hotels hotel dagen sosromenduran gedong tengen
Sky Hotel Hayam Wuruk,hotels,4.0,"Jl. Hayam Wuruk No.51, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel,350000,,sky hotel hayam wuruk hotels hotel hayam wuruk tegal panggung danurejan
Indies Style Hotel Malioboro,hotels,4.4,"Jl. Gajah Mada No.28, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000,,indies style hotel malioboro hotels hotel gajah mada purwokinanti pakualaman
AJ BOUTIQUE HOTEL MALIOBORO,hotels,4.8,"59X2+W7P, Jl. Singosaren, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Hotel,hotel,350000,,aj boutique hotel malioboro hotels hotel singosaren pakuncen wirobrajan
Hotel Urban Malioboro Nol Kilometer,hotels,4.0,"Jl. KH. Ahmad Dahlan No.25, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Hotel,hotel,350000,,hotel urban malioboro nol kilometer hotels hotel kh ahmad dahlan ngupasan gondomanan
Carani Hotel Yogyakarta,hotels,4.4,"Jl. Prof. Dr. Ir. Herman Johannes No.16, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel,350000,,carani hotel hotels hotel prof dr ir herman johannes terban gondokusuman
Home Stay H.D.,penginapan,4.1,"Jl. Mayor Suryotomo No.573A, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Lodging,hotel,350000,,home stay penginapan lodging mayor suryotomo ngupasan gondomanan
Front One Budget Malioboro Jogja,hotels,4.5,"Jl. Jagalan - Beji No.61, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000,,budget malioboro jogja hotels hotel jagalan beji purwokinanti pakualaman
Whiz Hotel Malioboro Yogyakarta,hotels,4.2,"Jl. Dagen No.8, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,whiz hotel malioboro hotels hotel dagen sosromenduran gedong tengen
Burza Hotel Yogyakarta,hotels,4.5,"Jl. Jogokaryan No.61-63, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Hotel, Lodging",hotel,350000,,burza hotel hotels hotel lodging jogokaryan mantrijeron mantrijeron
Yats Colony,hotels,4.6,"Jl. Patangpuluhan No.23, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251","Hotel, Asian fusion restaurant, Boutique, Coffee shop, Coworking space",hotel,350000,,yats colony hotels hotel asian fusion restaurant boutique coffee shop coworking space patangpuluhan patangpuluhan wirobrajan
Andrea Hotel,hotels,4.3,"Jl. Sosrowijayan GT I Gg. 2 No.140, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,andrea hotel hotels hotel sosrowijayan gt gg sosromenduran gedong tengen
The Cabin Hotel Gandekan,hotels,4.3,"Jl. Gandekan No.2, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,cabin hotel gandekan hotels hotel gandekan sosromenduran gedong tengen
Sans Hotel Ekkon Yogyakarta,hotels,4.1,"Cokro Square, Ruko Cokro Square, Jl. HOS Cokroaminoto No.Kav 0 Blok Kav N, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",Hotel,hotel,350000,,sans hotel ekkon hotels hotel cokro square ruko cokro square hos cokroaminoto kav blok kav tegalrejo tegalrejo
Liberta Malioboro South,hotels,4.7,"Jl. Pringgokusuman No.17, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000,,liberta malioboro south hotels hotel pringgokusuman pringgokusuman gedong tengen
Puri Pangeran Hotel,hotels,4.4,"Jl. Masjid No.7, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",Hotel,hotel,350000,,puri pangeran hotel hotels hotel masjid purwokinanti pakualaman
Regantris Malioboro Yogyakarta,hotels,4.3,"Sosrowijayan St No.33, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel,350000,,regantris malioboro hotels hotel sosrowijayan st sosromenduran gedong tengen city special region
Cordela Hotel Kartika Dewi Malioboro Yogyakarta,hotels,4.5,"Jl. Bhayangkara No.35, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Hotel, Batik clothing store, Coffee shop, Restaurant, Souvenir store",hotel,350000,,cordela hotel kartika dewi malioboro hotels hotel batik clothing store coffee shop restaurant souvenir store bhayangkara ngampilan
RedDoorz Plus Syariah near Lempuyangan Station 3,hotels,4.3,"Jl. Tukangan No.29, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel,350000,,reddoorz plus syariah near lempuyangan station hotels hotel tukangan tegal panggung danurejan
Omah Qu,hotels,4.4,"Jl. Bausasran No.34, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hotel, Guest house",hotel,350000,,omah qu hotels hotel guest house bausasran purwokinanti pakualaman
Blue Safir Hotel,hotels,3.2,"Jl. Dagen No.18-22, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Hotel,hotel,350000,,blue safir hotel hotels hotel dagen sosromenduran gedong tengen
Tab Hotel Malioboro Jogja,hotels,4.4,"Jl. Kemetiran No.21, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hotel,hotel,350000,,tab hotel malioboro jogja hotels hotel kemetiran pringgokusuman gedong tengen
De Patuk Malioboro Homestay,homestay,4.6,"Jl. Sastrodipuran No.15, Ngampilan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Homestay,hotel,350000,,patuk malioboro homestay homestay homestay sastrodipuran ngampilan gondomanan
D'Paragon Malioboro,penginapan,4.7,"Jl. Kp. Sitisewu, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Lodging,hotel,350000,,paragon malioboro penginapan lodging kp sitisewu sosromenduran gedong tengen
Indonesia Hotel,hotels,4.2,"Sosrowijayan St No.9, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271","Hotel, Lodge",hotel,350000,,hotel hotels hotel lodge sosrowijayan st sosromenduran gedong tengen city special region
Tara Hotel Yogyakarta,hotels,4.4,"Jl. Magelang No.129, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Hotel,hotel,350000,,tara hotel hotels hotel magelang kricak tegalrejo
SPOT ON 91888 The Packer Lodge Yogyakarta (Bunk Bed),hotels,4.5,"3, In, Jl. Dagen, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel,350000,,spot packer lodge bunk bed hotels hotel dagen sosromenduran gedong tengen city special region
Hotel Talenta 3,losmen,4.2,"Jl. Srikandi No.7, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Inn,hotel,350000,,hotel talenta losmen inn srikandi blimbing sari caturtunggal depok sleman
Sekar Ayu Hotel Malioboro Mitra RedDoorz,hotels,4.0,"Jl. Abu Bakar Ali No.8, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Hotel,hotel,350000,,sekar ayu hotel malioboro mitra reddoorz hotels hotel abu bakar ali kotabaru gondokusuman
Hotel Cristalit,hotels,3.9,"Jl. Prawirotaman 2 No.633, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Lodging",hotel,350000,,hotel cristalit hotels hotel lodging prawirotaman brontokusuman mergangsan
Otu Hostel,hostel,4.8,"Jl. Prawiro Taman I Gg. Batik Gringsing No.517, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hostel,hotel,150000,,otu hostel hostel hostel prawiro taman gg batik gringsing brontokusuman mergangsan
Losmanos Hostel,hostel,4.5,"Tirtodipuran St Gg. Lesmana, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Hostel,hotel,150000,,losmanos hostel hostel hostel tirtodipuran st gg lesmana mantrijeron city special region
RedDoorz @ Mantrijeron 2,hotels,4.4,"Jl. DI Panjaitan, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000,,reddoorz mantrijeron hotels hotel panjaitan mantrijeron mantrijeron
Sans Hotel Mataram Malioboro,hotels,4.3,"Mataram St No.41, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213","Hotel, Hostel",hotel,350000,,sans hotel mataram malioboro hotels hotel hostel mataram st suryatmajan danurejan city special region
GRAMM HOTEL by Ambarrukmo Yogyakarta,hotels,4.7,"Jl. Laksda Adisucipto No.82, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000,,gramm hotel ambarrukmo hotels hotel laksda adisucipto ambarukmo caturtunggal depok sleman
Ki Agung Prestise Hotel Jogja,hotels,3.9,"Jl. Gerilya No.596A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000,,ki agung prestise hotel jogja hotels hotel gerilya brontokusuman mergangsan
Grand Tjokro Yogyakarta,hotels,4.4,"Jl. Affandi No.37, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Hotel, Banquet hall, Lounge bar, Restaurant",hotel,350000,,grand tjokro hotels hotel banquet hall lounge bar restaurant affandi karang gayam caturtunggal depok sleman
LAMORA SAGAN ( Formerly h - Boutique Hotel Jogjakarta,hotels,4.4,"Jl. Prof. Dr. Ir. Herman Johannes No.1, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Hotel,hotel,350000,,lamora sagan boutique hotel jogjakarta hotels hotel prof dr ir herman johannes terban gondokusuman
